,bathrooms,bedrooms,longitude,latitude,price
15445,1.0,3,-74.0101,40.7067,3275
7955,2.0,2,-73.9636,40.7661,11000
18211,1.0,1,-73.9826,40.7282,2750
17191,1.0,1,-73.9822,40.7407,3483
47434,1.0,1,-73.9541,40.7699,2350
43589,1.0,2,-73.9761,40.7937,4100
3630,1.0,3,-73.9894,40.7272,5600
30916,1.0,2,-73.9913,40.7585,3400
20562,1.0,0,-73.979,40.7454,1950
24629,2.0,2,-73.9654,40.8034,4000
3811,1.0,2,-74.0044,40.7318,3995
14562,1.0,0,-73.9695,40.7939,2725
28584,1.0,1,-73.9572,40.7826,2850
28667,1.0,0,-73.9525,40.7789,2000
12778,2.0,2,-73.9898,40.7238,4100
11745,1.0,1,-73.9638,40.7634,3875
44948,2.0,2,-73.9859,40.7701,5600
3946,1.0,0,-73.9658,40.7559,1850
33853,1.0,2,-74.0065,40.7081,3460
11376,2.0,2,-73.9978,40.7612,5200
24175,2.0,3,-73.9664,40.7917,7975
23416,1.0,1,-73.9226,40.7645,1800
16477,1.0,2,-73.8227,40.7656,2000
39261,2.0,3,-73.9803,40.7799,4700
10873,1.0,1,-73.9494,40.7878,1650
32229,1.0,2,-73.9486,40.7968,2900
46651,2.0,2,-73.9857,40.7287,4599
33728,1.0,1,-73.919,40.6935,1900
14256,1.0,0,-73.9865,40.7627,3200
1619,1.0,1,-74.0047,40.7332,2495
22680,1.0,1,-73.9769,40.729,4079
46056,1.0,1,-74.0042,40.7476,4500
25769,2.0,3,-73.9944,40.7518,5920
32233,1.0,0,-73.9695,40.7865,2250
42244,1.0,0,-73.949,40.7895,1650
36544,1.0,3,-73.9712,40.7595,4325
25960,2.0,3,-73.983,40.6969,5444
39659,2.5,3,-73.9819,40.7725,15000
5342,1.0,3,-73.9529,40.7693,3600
15819,1.0,0,-73.9859,40.7358,2795
11226,1.0,1,-73.976,40.7803,3645
41554,1.0,1,-73.9884,40.7197,2650
46925,1.0,1,-73.9982,40.7568,3855
19307,1.0,1,-73.9994,40.7298,3100
6000,2.0,2,-73.9601,40.7676,6400
41402,1.0,2,-73.9888,40.7203,2925
16654,1.0,3,-73.9568,40.7184,4500
15787,1.0,3,-73.9958,40.753,4780
3548,1.0,0,-73.9875,40.7494,2543
34959,1.0,2,-73.9486,40.7968,2950
3631,1.0,3,-73.9423,40.7862,2950
8059,1.0,3,-73.9907,40.6182,1950
22751,2.0,4,-73.9779,40.7413,6395
42597,2.0,2,-73.8592,40.7253,2400
42037,1.0,3,-73.961,40.8007,2950
10798,1.0,0,-74.0025,40.7505,2150
5931,1.0,2,-74.0131,40.7095,3450
41820,1.0,3,-73.9882,40.7274,4500
39902,1.0,1,-73.9832,40.728,2800
10960,1.0,1,-73.9603,40.8136,1795
19182,1.0,0,-73.9669,40.6938,2200
15384,3.0,6,-73.9618,40.7705,11000
33579,2.0,3,-73.9957,40.7427,5290
14086,1.0,1,-74.0019,40.7275,4199
45389,1.0,1,-73.9917,40.7709,3399
14,1.0,1,-73.9648,40.7584,3050
47155,1.0,2,-73.979,40.7285,3000
45618,1.0,0,-73.9861,40.7608,2600
23414,1.0,1,-73.9549,40.7676,2395
4154,1.0,1,-73.8324,40.706,1995
31519,1.0,2,-73.9741,40.7447,3295
13948,1.0,2,-73.9794,40.7293,2950
45741,1.0,3,-74.0011,40.7265,3965
32927,0.0,0,-73.9512,40.7707,2039
24919,2.0,2,-73.9922,40.7556,5000
46901,1.0,0,-73.9838,40.7586,2200
28555,1.0,2,-73.9982,40.7568,3890
36427,1.0,1,-73.9777,40.7499,2600
46120,1.0,0,-73.9864,40.73,2800
27471,2.0,3,-73.9738,40.7376,4995
17664,1.0,2,-73.9579,40.76300000000001,2850
28637,1.0,1,-73.98,40.7485,4450
35651,4.0,4,-73.9614,40.7579,14995
34645,1.0,2,-73.9889,40.7258,3300
28725,1.0,2,-73.9458,40.8143,2300
19545,1.0,1,-73.9732,40.7476,4025
22758,2.0,2,-73.9508,40.7718,5600
3491,1.0,2,-73.9809,40.7278,3590
26883,2.0,3,-73.9956,40.7621,10000
44229,2.0,2,-73.9828,40.7376,3500
26691,2.0,4,-73.9695,40.753,6400
4001,1.0,2,-73.9509,40.8247,2500
21596,2.0,2,-73.9948,40.7592,6200
15951,1.0,0,-73.9824,40.7422,2100
2810,2.0,2,-73.9963,40.7606,4200
46826,1.0,1,-73.9502,40.7728,2150
6546,2.0,2,-70.9846,42.2019,2541
9566,1.0,1,-73.9604,40.7608,2900
9513,1.0,1,-73.9946,40.7242,3375
39256,2.0,3,-73.984,40.7645,5300
33657,1.0,1,-73.9585,40.7722,2600
26687,1.0,1,-73.9743,40.7317,3466
2848,1.0,1,-74.0148,40.7091,3450
45745,2.0,2,-74.0059,40.7158,7205
4070,2.0,3,-73.9659,40.7928,5679
43979,1.0,1,-73.9534,40.7352,2545
6584,1.0,3,-73.9618,40.7965,3999
40485,1.0,0,-74.0113,40.7069,2960
46376,2.0,4,-73.9908,40.767,6900
27188,2.0,2,-73.9919,40.6939,5130
40839,2.0,3,-73.9659,40.7928,4900
48142,1.0,0,-73.9647,40.7571,2500
22283,1.0,1,-73.9915,40.7165,1995
935,1.0,2,-73.9923,40.7336,3850
2700,1.0,1,-74.0035,40.724,6500
17104,1.0,0,-73.9545,40.7172,2769
15303,1.0,2,-73.9809,40.7278,3250
17217,1.0,0,-74.0055,40.7111,3050
49041,1.0,3,-74.0072,40.7067,4354
16520,1.0,0,-74.0105,40.7046,3300
32831,1.0,4,-73.9433,40.8101,3600
1655,1.0,1,-73.9878,40.7208,3800
43831,2.0,2,-73.9818,40.7708,6550
22284,1.0,1,-74.0072,40.7067,2675
28487,1.0,0,-73.9647,40.7571,2291
5454,1.0,1,-73.9462,40.7777,3100
35599,2.0,3,-73.9826,40.7647,6000
48056,1.0,1,-73.9261,40.7636,1950
24095,1.0,1,-73.9982,40.7568,4085
17962,1.0,2,-74.0065,40.7081,2500
7024,1.0,1,-73.9846,40.7471,2800
28938,1.0,2,-73.9754,40.7444,3875
46528,1.0,3,-74.0096,40.7141,4600
963,1.0,1,-73.9678,40.7553,3500
20551,1.0,0,-73.9902,40.7733,2580
40226,2.0,2,-73.9653,40.7922,4599
20143,1.0,1,-73.9891,40.729,2495
40318,1.0,1,-73.9282,40.8668,1650
42896,2.0,2,-73.9686,40.7604,4500
373,1.0,2,-73.90899999999998,40.7787,2400
21592,1.0,2,-73.9971,40.7439,3400
25605,1.0,3,-73.9741,40.7447,4595
42361,1.0,2,-73.9757,40.7462,3475
19899,1.0,1,-73.9851,40.6887,2795
26356,1.0,1,-73.9759,40.7777,4690
27496,1.0,3,-73.9467,40.8292,3100
7368,1.5,3,-73.9413,40.7157,3000
10358,1.0,1,-73.9949,40.7419,4572
20556,2.0,2,-73.9675,40.7933,6030
71,1.0,2,-73.9648,40.8028,3200
37017,1.0,1,-73.9907,40.7632,2595
44793,1.0,4,-73.9493,40.8241,3100
10741,2.0,2,-74.0096,40.7141,7700
16715,1.0,2,-73.961,40.7999,3500
11013,1.0,0,-73.9791,40.739,2395
31912,2.0,3,-73.9261,40.7694,3436
18565,1.0,3,-74.0097,40.7077,3000
37733,1.0,1,-74.0068,40.7313,4500
42124,1.0,0,-73.9999,40.7441,2075
48958,1.0,0,-73.9902,40.7238,2650
20675,2.0,3,-73.9723,40.7471,5100
6534,2.0,3,-73.9661,40.7929,5700
11098,1.0,2,-73.9747,40.7899,2700
1516,1.0,1,-73.969,40.7516,3138
47414,1.0,2,-73.947,40.7736,2750
35442,1.0,4,-73.9486,40.8271,3450
31830,1.0,3,-73.9092,40.6945,2500
12854,1.0,1,-73.9613,40.7653,4400
22301,1.0,1,-73.9666,40.6838,1995
7943,1.0,1,-73.9743,40.7439,3495
39917,1.0,1,-74.0005,40.7298,2500
36483,1.0,1,-73.9937,40.7637,1850
9405,1.0,1,-73.9471,40.8152,2150
17846,1.0,0,-73.9445,40.8333,1400
28908,4.0,5,-73.9528,40.7739,10000
37196,1.0,1,-73.9932,40.7633,2895
31956,3.0,4,-73.9594,40.7795,14000
41609,1.0,0,-74.0047,40.7475,3855
12852,1.0,2,-73.8623,40.7238,1800
28874,1.0,0,-73.9837,40.7783,2630
31629,2.0,2,-73.9776,40.7364,5070
26777,3.0,2,-73.9775,40.7474,6875
34296,1.0,3,-73.9407,40.6942,3200
26232,4.5,5,-73.9559,40.7816,22000
14452,1.0,2,-73.962,40.7668,6400
20989,1.0,1,-73.9505,40.771,2595
7619,1.0,1,-73.984,40.7273,3095
244,1.0,0,-73.9859,40.7443,3125
3192,1.0,3,-74.0009,40.7347,6150
33157,1.0,1,-73.9505,40.7771,3100
25893,1.0,1,-73.9812,40.7399,3000
44049,1.0,2,-74.0241,40.6279,2100
3262,1.0,2,-74.0056,40.7344,3800
43094,1.0,2,-74.0103,40.7069,3395
42510,1.0,1,-73.9607,40.7675,3500
3075,1.0,1,-73.9703,40.6941,2675
3035,1.0,0,-73.9773,40.7434,2295
38044,1.0,2,-73.9171,40.7597,2700
28654,2.0,2,-73.9705,40.7892,4595
43894,1.0,1,-73.9857,40.7358,3100
43362,1.0,1,-73.9519,40.7697,2450
4147,1.0,0,-74.0149,40.708,2525
12237,1.0,2,-73.9756,40.7445,3850
36916,1.0,1,-73.9528,40.7819,2849
22651,1.0,1,-73.9929,40.7714,2800
1999,1.0,1,-73.9601,40.7676,3295
34724,1.0,1,-73.986,40.7609,3277
30864,1.0,0,-73.9492,40.7707,1750
33574,1.0,2,-73.955,40.7087,3254
18587,1.0,0,-73.9449,40.8136,1600
46861,1.0,2,-73.9615,40.7204,4400
12336,1.0,1,-73.9876,40.731,3195
20775,1.0,2,-74.0013,40.6853,3000
35486,1.0,1,-73.9586,40.6824,2675
20637,2.0,2,-74.0042,40.7163,5295
693,1.0,1,-73.9638,40.7634,3875
28255,1.0,2,-73.9687,40.7906,4132
47679,1.0,2,-73.9958,40.753,5399
12879,1.0,1,-73.9822,40.7318,2900
40367,1.0,0,-73.9618,40.646,1850
37008,1.0,1,-73.9745,40.7481,4295
32677,1.0,1,-73.9925,40.7551,3500
5229,1.0,0,-73.952,40.7752,1900
28047,1.0,1,-73.9961,40.7191,2850
40446,1.0,0,-73.9627,40.7734,2500
625,1.0,2,-73.9801,40.7272,3450
11069,2.0,3,-73.9329,40.675,2400
12995,1.0,0,-73.9447,40.7768,1895
9753,2.0,3,-73.9861,40.7608,5312
5792,2.0,3,-74.0086,40.7058,4200
4065,1.0,3,-73.9975,40.743,5600
14500,1.0,1,-73.9465,40.778,2175
27497,1.0,2,-73.9601,40.7645,3150
25613,1.0,2,-73.9497,40.8289,2500
31258,1.0,1,-73.9863,40.745,4095
23419,1.0,0,-73.946,40.777,1710
45080,2.0,2,-74.0154,40.7158,7150
42630,1.0,2,-73.9574,40.7659,3100
32970,1.0,2,-73.9785,40.7457,4950
43387,1.0,1,-73.9406,40.8234,1550
43113,1.0,2,-73.9867,40.7686,3750
5451,1.0,0,-73.9928,40.7369,2900
15287,1.0,2,-73.9636,40.7568,4799
16416,1.0,1,-73.9501,40.774,2600
17982,2.0,3,-73.9446,40.7797,5895
39044,2.0,3,-73.9978,40.7612,4700
18208,1.0,1,-73.9893,40.7667,2200
34298,1.0,1,-73.9482,40.7832,2550
20151,2.0,3,-73.9982,40.7568,4800
41954,1.0,0,-73.9759,40.7871,2025
41132,1.0,0,-73.9927,40.7301,3195
231,1.0,3,-73.9567,40.8035,3750
31069,1.0,2,-73.9857,40.7655,2850
49248,1.0,2,-73.994,40.7601,3300
1080,1.0,2,-73.9623,40.7967,3095
39153,2.0,2,-73.9916,40.7678,5870
36549,1.0,2,-73.9816,40.7396,4195
14705,1.0,2,-73.9741,40.7447,3595
46411,1.0,3,-74.0131,40.7039,3800
2579,1.0,1,-74.0081,40.7074,3795
35884,1.0,1,-73.9857,40.7656,3200
25376,1.0,1,-73.9509,40.7803,2400
41243,2.0,3,-73.9814,40.7404,5150
33184,1.0,0,-73.9512,40.7707,2039
6119,1.0,2,-73.9919,40.6652,2300
11322,1.0,1,-73.9563,40.6852,2800
28142,1.0,0,-73.9636,40.7132,25000
19912,1.0,0,-73.9809,40.7394,2150
42441,2.0,2,-74.0034,40.724,13750
16777,1.0,0,-73.9921,40.7618,2750
30570,1.0,2,-73.9743,40.7439,3000
21608,1.5,3,-73.9424,40.7862,2895
29351,1.0,1,-73.983,40.6969,2950
295,1.0,3,-73.9485,40.7729,5100
21709,1.0,2,-74.0059,40.7088,2200
23049,1.0,3,-73.9637,40.7999,4000
17175,1.0,3,-73.9504,40.6483,2300
3457,1.0,0,-73.9785,40.7462,2650
42674,1.0,2,-73.97399999999998,40.7446,3295
11500,1.0,1,-73.9507,40.7814,3000
4261,1.0,0,-73.9838,40.7586,2100
28987,4.0,5,-74.0103,40.7243,45000
28011,1.0,2,-74.0063,40.7347,5400
28568,1.0,1,-73.9537,40.7821,1750
31653,1.0,2,-73.9806,40.7209,2895
32833,1.0,1,-74.0162,40.7056,2599
45075,2.0,3,-73.9261,40.7694,4200
34891,1.0,1,-73.8836,40.7536,1900
21651,1.0,0,-73.9983,40.7546,2200
42923,1.0,2,-73.9956,40.7488,3000
3540,2.0,2,-73.952,40.7748,3500
10463,2.0,3,-73.9398,40.7003,2795
28747,2.0,2,-73.9475,40.7801,4490
29297,2.0,2,-73.9837,40.7674,5700
45257,1.0,2,-73.9069,40.6795,1995
33937,1.0,0,-73.9915,40.7394,2295
48944,1.0,1,-73.8501,40.7238,2495
3442,3.0,3,-73.9558,40.7769,15000
2527,3.0,3,-73.992,40.7381,14000
17971,1.0,2,-73.99,40.7601,3595
19525,1.5,3,-73.9527,40.8226,3068
41948,1.0,0,-73.987,40.7678,1800
8605,1.0,1,-73.9947,40.7461,4095
14162,2.0,3,-73.9846,40.7228,4975
6330,2.0,4,-73.9678,40.7605,5500
34238,1.0,0,-73.9886,40.7656,3000
4081,2.0,2,-73.999,40.761,4500
27336,1.0,1,-73.9961,40.7194,2400
17850,1.0,1,-73.9939,40.7586,3400
34945,1.0,1,-73.9627,40.7634,3550
39987,1.0,2,-73.999,40.761,4200
13118,1.0,3,-73.8602,41.0868,1975
14061,1.0,2,-73.9942,40.7301,4000
26213,2.0,2,-74.01,40.706,5400
21209,2.0,2,-73.9717,40.6339,2850
22353,1.0,0,-73.9709,40.7528,2650
48424,2.0,2,-73.9563,40.7681,4995
15584,1.0,3,-73.9832,40.7352,5100
47235,2.0,3,-73.9821,40.7369,5000
32505,1.0,1,-73.9799,40.6897,2995
41978,1.0,0,-73.9493,40.774,1850
7290,1.0,0,-73.9833,40.7825,2300
48280,1.0,3,-74.0113,40.7086,4000
27428,2.0,6,-73.9641,40.7986,7500
18125,1.0,1,-73.956,40.7472,2996
49315,1.0,0,-74.0046,40.7329,2900
12522,1.0,3,-74.0009,40.7348,6150
40157,1.0,1,-73.9142,40.7495,2115
4269,1.0,3,-74.0051,40.7304,5500
24864,1.0,1,-73.9571,40.74800000000001,2960
39390,2.0,3,-74.0053,40.7448,6200
3563,1.0,1,-73.9868,40.7488,3200
5308,1.0,0,-73.9537,40.7173,3425
47999,1.0,1,-73.9556,40.776,3800
2770,1.0,2,-74.0045,40.7311,3600
11549,1.0,1,-73.9919,40.6939,3150
40810,1.0,2,-73.9705,40.7957,4000
32378,2.0,3,-73.9917,40.751,5900
33622,1.0,0,-73.9898,40.7526,2450
14174,1.0,1,-73.9828,40.7412,2695
7581,1.0,0,-74.0069,40.7074,2870
16164,1.0,1,-73.9829,40.723,2995
36045,1.0,0,-73.9982,40.7568,2400
20054,1.0,0,-74.0088,40.706,2400
31207,1.0,1,-73.9947,40.7239,3250
12946,1.0,1,-74.0019,40.7322,5800
48853,1.0,2,-73.9907,40.7587,3200
5345,1.0,0,-73.9778,40.7467,2500
37780,1.0,2,-73.8122,40.7057,1800
2836,1.0,3,-73.9651,40.8025,4000
14085,2.0,2,-73.9858,40.7284,4200
9877,1.0,1,-73.9346,40.8465,1450
4045,1.0,2,-73.9509,40.8247,2500
29893,1.0,1,-73.9901,40.7487,4200
5994,1.0,1,-73.9742,40.796,2600
18894,1.0,4,-73.9808,40.6764,3800
13361,2.0,2,-74.0045,40.7521,8257
44455,1.0,3,-73.9531,40.8199,2750
17512,2.0,3,-74.0069,40.7074,6580
35002,1.0,1,-73.9531,40.7176,3239
3324,1.0,2,-73.9723,40.7471,4395
48653,1.0,0,-73.9467,40.8255,1400
43606,1.0,1,-73.9569,40.7708,1999
4403,1.5,2,-73.979,40.7368,4000
1330,1.0,1,-73.9456,40.7769,2250
30943,1.0,1,-73.9887,40.7401,3500
20665,1.0,0,-73.9418,40.7939,1400
13379,1.0,0,-74.0003,40.7349,3395
43218,1.0,0,-73.9505,40.7771,2450
36958,1.0,1,-74.0068,40.7313,3295
43595,1.0,0,-73.9463,40.7773,1825
48395,1.0,1,-73.9006,40.8853,1300
23204,1.0,0,-73.9266,40.7645,1925
25701,1.0,3,-73.9407,40.7014,2850
46110,0.0,0,-73.9706,40.7506,2450
21018,1.0,1,-73.95100000000002,40.7752,2525
34297,1.0,2,-73.9953,40.7606,2995
41979,1.0,2,-73.9529,40.7671,3500
12221,1.0,0,-73.9957,40.7622,3494
14344,1.0,2,-73.9505,40.7078,2900
38768,2.0,3,-73.9914,40.7406,5995
12232,1.0,2,-74.0113,40.7075,3165
19566,1.0,0,-73.9581,40.6407,1700
5760,3.0,3,-73.9508,40.7758,9500
42135,0.0,3,-74.0076,40.7047,3500
30510,1.0,1,-73.9289,40.8524,1400
30631,1.0,1,-73.9478,40.7786,2350
47873,1.0,1,-73.9799,40.7467,2650
13527,1.0,0,-73.9964,40.6966,2300
136,1.0,1,-73.9819,40.7299,2795
13246,1.0,0,-74.0099,40.7062,4150
40168,1.0,1,-74.0014,40.7295,3195
24453,1.0,0,-73.9572,40.7459,2500
48598,1.0,3,-73.9822,40.6729,3700
10228,1.0,1,-73.9512,40.7698,3695
4638,3.0,3,-73.9386,40.813,4700
43953,1.0,2,-74.0122,40.7073,3075
9329,1.0,1,-73.9485,40.7705,2150
16320,2.0,1,-73.988,40.7784,3810
13319,1.0,0,-73.9193,40.7057,2200
19387,2.0,3,-73.9944,40.7548,5090
2830,1.0,2,-73.9466,40.7802,2600
17632,1.0,1,-73.9286,40.7388,2095
32691,1.0,1,-74.0009,40.7392,5500
49013,1.0,2,-73.9816,40.735,2950
46105,1.0,1,-73.9905,40.7456,4740
15945,1.0,2,-73.9568,40.775,2275
38362,2.0,4,-73.9855,40.7316,5800
23328,1.0,2,-73.9666,40.7539,2650
28975,1.0,3,-73.9712,40.7594,4250
45259,1.0,1,-73.9548,40.7752,2150
15704,1.0,2,-73.9085,40.8113,1950
2641,1.0,0,-73.9948,40.7385,2550
13348,1.0,1,-73.9703,40.7843,4250
23441,1.0,1,-73.9657,40.7632,5000
11237,4.0,4,-73.9547,40.7886,27000
34549,2.0,3,-73.9786,40.7243,4900
5235,1.0,2,-73.9978,40.7612,3225
45230,2.0,2,-74.0055,40.7111,7995
25486,1.0,3,-73.9392,40.8354,3000
46199,2.0,1,-73.9929,40.7389,4950
33522,1.0,2,-73.9962,40.7593,3490
24353,2.0,2,-73.9789,40.7356,5648
33603,1.0,1,-73.9903,40.76300000000001,2300
23470,1.0,1,-73.988,40.7522,2325
28009,1.0,0,-73.9703,40.751,2350
30832,1.5,4,-73.9324,40.8501,3200
40383,1.0,2,-74.01,40.7064,3095
3909,1.0,2,-73.9973,40.7565,3100
25017,1.0,2,-73.9765,40.7489,3200
45388,1.0,1,-73.9702,40.6886,3388
11693,1.0,1,-73.9754,40.7444,3600
43235,2.0,2,-73.9886,40.777,6785
35169,0.0,3,-73.9504,40.7611,3975
6971,1.0,2,-74.2034,40.7903,1800
9570,1.0,1,-73.9755,40.7889,3300
35746,1.0,0,-73.9548,40.7785,2700
5294,1.0,1,-73.9781,40.7658,3875
38770,1.0,2,-73.98100000000002,40.7547,2295
30709,1.0,2,-73.9663,40.8034,3300
45780,1.0,2,-73.9495,40.7959,3895
9953,1.0,3,-73.9515,40.6772,2800
43423,1.0,2,-73.9772,40.7626,4350
47526,1.0,1,-73.9976,40.7545,2995
39649,1.0,2,-73.9725,40.7436,3350
37578,1.0,0,-73.9785,40.7792,1975
38764,1.0,1,-74.0157,40.7064,3745
43735,2.0,1,-73.9743,40.7521,4650
42937,1.0,0,-73.9731,40.7936,3465
40734,1.0,2,-73.9979,40.7436,4395
33536,1.0,0,-73.9863,40.7349,2995
26412,1.0,1,-73.9848,40.7635,2995
40653,1.0,2,-73.9727,40.7436,3400
12141,1.0,2,-73.9474,40.6584,2631
35343,1.0,2,-73.953,40.7757,2795
7946,1.0,0,-73.9472,40.7815,1825
12743,1.0,3,-73.987,40.7188,4400
4002,1.0,2,-73.9865,40.7367,3400
5581,1.0,3,-73.9519,40.7832,3775
45659,1.0,2,-73.9472,40.8273,2300
24234,1.0,2,-73.94800000000002,40.7731,3400
41799,1.0,1,-73.9469,40.7826,2900
38171,2.0,2,-73.9458,40.7775,3500
17308,1.0,3,-73.9781,40.7426,4325
1789,2.0,3,-73.9412,40.7885,4250
37403,1.0,1,-73.9504,40.7802,2050
4408,1.0,1,-73.9625,40.7993,2500
24633,1.0,0,-73.9964,40.7391,2849
7718,1.0,2,-73.9571,40.7765,2950
37126,1.0,0,-73.9968,40.735,1763
49282,1.0,1,-73.9837,40.7287,3641
7560,2.0,3,-73.9016,40.6959,2995
40746,1.0,1,-73.999,40.761,2590
25730,1.0,1,-73.9973,40.7199,2295
25833,1.0,2,-73.9548,40.7764,2800
41590,1.0,4,-73.9781,40.7427,6750
34698,1.0,1,-73.9864,40.7625,4095
12573,1.0,1,-73.9925,40.7598,2500
12275,1.0,2,-73.9878,40.7657,3600
4843,1.0,0,-73.9838,40.7244,2100
35159,1.0,0,-74.0088,40.7389,4450
28767,1.0,2,-73.947,40.7805,2800
20328,1.0,1,-73.9678,40.7563,2600
44352,1.0,2,-73.9799,40.7662,4800
22018,1.0,0,-73.9977,40.7423,2200
37428,1.0,1,-73.9703,40.786,5000
19530,1.0,0,-73.9757,40.7461,2825
7005,1.0,3,-73.9877,40.7643,3800
11978,2.0,2,-73.9807,40.7754,4750
14418,1.0,2,-74.0009,40.7347,4650
4306,1.0,1,-73.917,40.8698,1800
3841,1.0,3,-73.9803,40.7465,4500
26572,1.0,0,-73.9461,40.8379,1550
46845,2.0,4,-74.0086,40.7121,4900
42905,2.0,3,-73.9948,40.7589,5000
18107,1.0,2,-73.8184,40.7271,1999
42667,1.0,1,-73.9497,40.7817,2695
19763,1.0,1,-73.9507,40.773,2195
42763,1.0,2,-73.9513,40.7594,4195
36216,1.5,1,-73.979,40.7806,4350
28743,1.0,0,-73.9743,40.7521,3675
20704,1.0,2,-73.9649,40.7572,3750
27765,1.0,1,-73.9866,40.7651,2695
26123,1.0,1,-73.9782,40.7749,2600
21442,1.0,0,-73.99600000000002,40.7197,1800
23202,1.0,2,-73.9555,40.8194,3150
43238,1.0,1,-74.0112,40.718,4895
16498,1.0,2,-73.9599,40.7718,5000
8494,2.0,2,-73.9523,40.6796,1950
4055,1.0,2,-74.0045,40.7311,3600
30853,1.0,1,-73.9568,40.7658,2150
8450,2.0,2,-73.9909,40.678,4985
37224,1.0,3,-73.9809,40.7406,4895
13815,1.0,1,-74.0157,40.7064,3600
25482,1.0,1,-73.9638,40.7634,3875
17674,1.0,1,-73.9594,40.6518,1600
21228,2.0,2,-74.0103,40.7243,9350
7372,1.0,3,-73.965,40.8029,4000
5816,1.0,3,-73.9405,40.8004,2800
34044,1.0,1,-73.9504,40.7802,1900
42301,1.0,1,-73.9882,40.6661,2100
40894,1.0,0,-73.9827,40.7797,2450
26317,1.0,1,-73.9532,40.7777,2150
31557,2.0,2,-74.0035,40.724,16250
5151,1.0,3,-73.9591,40.764,4475
28367,1.0,1,-73.9578,40.8198,1950
29886,2.0,2,-73.9597,40.7602,6800
30483,2.0,4,-73.9857,40.733,6795
9407,2.0,3,-73.9962,40.7593,4300
7215,1.0,2,-73.9875,40.7494,3100
27539,1.0,0,-73.9531,40.7769,2000
26092,2.0,2,-73.9518,40.7727,3000
12440,2.5,2,-73.9713,40.7664,9000
13063,1.0,2,-73.9831,40.7301,2595
37761,1.0,0,-73.969,40.7516,2500
20338,3.0,3,-73.9603,40.7695,6750
986,1.0,2,-73.9481,40.7751,2625
26503,1.0,0,-73.9496,40.7793,1685
44761,1.0,1,-73.9795,40.7404,3865
15678,1.0,3,-74.0096,40.7141,4995
39469,2.0,3,-73.9497,40.8289,3200
13163,1.0,2,-73.991,40.7189,2979
41648,1.0,4,-73.9044,40.6828,3000
24132,1.0,2,-73.9725,40.7436,3200
36431,2.0,3,-73.9506,40.7716,7750
34101,1.5,4,-73.9423,40.7862,3675
33710,1.0,1,-73.9901,40.7487,4200
15666,2.0,3,-74.0053,40.7456,5950
33182,1.0,1,-73.9569,40.7769,2150
43561,1.0,1,-73.9952,40.7462,4100
17598,1.0,3,-73.9406,40.6708,2200
34620,1.0,2,-73.9809,40.7832,3100
16181,1.0,0,-74.002,40.7385,2895
26394,1.0,1,-73.8496,40.728,1850
18982,2.0,2,-74.0059,40.7156,8155
40317,1.0,2,-74.015,40.7064,4200
41027,1.0,1,-73.9621,40.7958,2975
29983,2.0,2,-73.971,40.7863,5240
48134,1.0,3,-73.9924,40.7598,3800
39785,2.0,2,-73.9591,40.7688,5200
42375,1.0,2,-73.982,40.73,3600
612,1.5,2,-73.9782,40.7447,4195
45150,1.0,3,-73.904,40.7015,2400
35141,1.0,0,-73.9822,40.7213,2100
31037,3.0,3,-74.0059,40.7156,12325
44622,1.0,2,-74.0014,40.752,3800
26782,1.0,1,-73.9947,40.7461,4045
46240,1.5,3,-73.914,40.7022,3200
2482,1.0,1,-73.9531,40.7708,2700
45061,2.0,2,-74.0148,40.7182,3692
2283,1.0,2,-74.003,40.7288,2875
9037,1.0,1,-73.9823,40.7411,3600
39770,1.0,1,-73.9915,40.7678,4391
47409,1.0,0,-73.9664,40.7073,2850
27533,2.5,4,-73.9533,40.768,6600
10052,1.0,2,-73.9255,40.7575,2900
15880,1.0,3,-74.0271,40.6384,2800
17519,1.0,2,-73.97399999999998,40.7446,3395
27622,1.0,1,-73.9692,40.7867,2950
15896,1.0,0,-73.9955,40.7531,2200
14729,1.0,1,-73.9508,40.7288,2300
28204,1.0,3,-73.9416,40.7901,2895
34807,4.0,4,-73.9797,40.7215,6400
8281,1.0,2,-74.0244,40.6215,2200
5246,1.0,1,-73.9768,40.7307,3297
5976,1.0,2,-74.0109,40.7191,4475
21339,1.0,1,-73.9828,40.783,3000
18218,1.0,1,-73.9838,40.7287,2595
10365,1.0,1,-74.0079,40.7337,3795
22304,1.0,1,-73.9458,40.7768,2300
23107,1.0,3,-73.9574,40.8033,3850
4399,2.0,3,-73.9528,40.7793,11000
10678,1.0,0,-73.9471,40.7815,1850
34214,1.0,0,-73.9722,40.6368,1725
26451,2.5,3,-73.9598,40.7679,6000
43564,1.0,0,-73.9482,40.7749,1700
22535,2.0,4,-73.9458,40.7765,4800
30826,2.0,2,-73.9818,40.6798,5000
541,1.0,0,-73.9964,40.7391,1999
37762,1.0,1,-73.9934,40.7366,4600
38574,1.0,2,-73.9566,40.7704,4000
8048,1.0,0,-73.9838,40.7586,2100
20003,1.0,1,-73.9799,40.7397,2258
19330,2.0,2,-74.0148,40.7179,8000
18298,1.0,2,-73.9874,40.7743,2725
5683,1.0,1,-73.9961,40.7381,3895
35711,1.0,3,-74.0028,40.7465,4700
16975,2.0,3,-73.9936,40.7391,7150
35151,1.0,2,-73.9768,40.7238,3295
7034,1.0,1,-73.9819,40.7386,2695
45992,1.0,1,-73.9568,40.7344,2995
